0	0	2.75	1.703
100	100	2.75	1.703
200	100	2.75	1.703
300	100	2.75	1.703
400	100	2.75	1.703
500	100	2.75	1.703
600	100	2.75	1.703
700	100	2.75	1.703
800	100	2.75	1.703
900	100	2.75	1.703
1000	100	2.75	1.703
1100	100	2.75	1.703
1200	100	2.75	1.703
1300	100	2.75	1.703
1400	100	2.75	1.703
1500	100	2.75	1.703
1600	100	2.75	1.703
1700	100	2.75	1.703
1800	100	2.75	1.703
1900	100	2.75	1.703
2000	100	2.75	1.703
2100	100	2.75	1.703
2200	100	2.75	1.703
2300	100	2.75	1.703
2400	100	2.75	1.703
2500	100	2.75	1.703
2600	100	2.75	1.703
2700	100	2.75	1.703
2800	100	2.75	1.703
2900	100	2.75	1.703
3000	100	2.75	1.703
3100	100	2.75	1.703
3200	100	2.75	1.703
3300	100	2.75	1.703
3400	100	2.75	1.703
3500	100	2.75	1.703
3600	100	2.75	1.703
3700	100	2.75	1.703
3800	100	2.75	1.703
3900	100	2.75	1.703
4000	100	2.75	1.703
4100	100	2.75	1.703
4200	100	2.75	1.703
4300	100	2.75	1.703
4400	100	2.75	1.703
4500	100	2.75	1.703
4600	100	2.75	1.703
4700	100	2.75	1.703
4800	100	2.75	1.703
4900	100	2.75	1.703
5000	100	2.75	1.703
5100	100	2.75	1.703
5200	100	2.75	1.703
5300	100	2.75	1.703
5400	100	2.75	1.703
5500	100	2.75	1.703
5600	100	2.75	1.703
5700	100	2.75	1.703
5800	100	2.75	1.703
5900	100	2.75	1.703
6000	100	2.75	1.703
6100	100	2.75	1.703
6200	100	2.75	1.703
6300	100	2.75	1.703
6400	100	2.75	1.703
6500	100	2.75	1.703
6600	100	2.75	1.703
6700	100	2.75	1.703
6800	100	2.75	1.703
6900	100	2.75	1.703
7000	100	2.75	1.703
7100	100	2.75	1.703
7200	100	2.75	1.703
7300	100	2.75	1.703
7400	100	2.75	1.703
7500	100	2.75	1.703
7600	100	2.75	1.703
7700	100	2.75	1.703
7800	100	2.75	1.703
7900	100	2.75	1.703
8000	100	2.75	1.703
8100	100	2.75	1.703
8200	100	2.75	1.703
8300	100	2.75	1.703
8400	100	2.75	1.703
8500	100	2.75	1.703
8600	100	2.75	1.703
8700	100	2.75	1.703
8800	100	2.75	1.703
8900	100	2.75	1.703
9000	100	2.75	1.703
9100	100	2.75	1.703
9200	100	2.75	1.703
9300	100	2.75	1.703
9400	100	2.75	1.703
9500	100	2.75	1.703
9600	100	2.75	1.703
9700	100	2.75	1.703
9800	100	2.75	1.703
9900	100	2.75	1.703
10000	100	2.75	1.703
10100	100	2.75	1.703
10200	100	2.75	1.703
10300	100	2.75	1.703
10400	100	2.75	1.703
10500	100	2.75	1.703
10600	100	2.75	1.703
10700	100	2.75	1.703
10800	100	2.75	1.703
10900	100	2.75	1.703
11000	100	2.75	1.703
11100	100	2.75	1.703
11200	100	2.75	1.703
11300	100	2.75	1.703
11400	100	2.75	1.703
11500	100	2.75	1.703
11600	100	2.75	1.703
11700	100	2.75	1.703
11800	100	2.75	1.703
11900	100	2.75	1.703
12000	100	2.75	1.703
12100	100	2.75	1.703
12200	100	2.75	1.703
12300	100	2.75	1.703
12400	100	2.75	1.703
12500	100	2.75	1.703
12600	100	2.75	1.703
12700	100	2.75	1.703
12800	100	2.75	1.703
12900	100	2.75	1.703
13000	100	2.75	1.703
13100	100	2.75	1.703
13200	100	2.75	1.703
13300	100	2.75	1.703
13400	100	2.75	1.703
13500	100	2.75	1.703
13600	100	2.75	1.703
13700	100	2.75	1.703
13800	100	2.75	1.703
13900	100	2.75	1.703
14000	100	2.75	1.703
14100	100	2.75	1.703
14200	100	2.75	1.703
14300	100	2.75	1.703
14400	100	2.75	1.703
14500	100	2.75	1.703
14600	100	2.75	1.703
14700	100	2.75	1.703
14800	100	2.75	1.703
14900	100	2.75	1.703
15000	100	2.75	1.703
15100	100	2.75	1.703
15200	100	2.75	1.703
